Data,Zachmurzenie ogólne [oktanty],Zachmurzenie (max),Zachmurzenie (min),Prędkość wiatru  [m/s],Temperatura powietrza,Temperatura powietrza (max),Temperatura powietrza (min),Wilgotność względna [%],Ciśnienie na pozimie stacji [hPa],Ciśnienie na pozimie morza [hPa],Opad za 6 godzin [mm]
1961-5-26,"4,25",6,2,"2,0","15,537499999999998","21,7","8,1","65,625","986,4875","1011,775","0,0"
1961-5-27,"5,125",7,2,"1,75","15,2875","21,5","8,1","79,375","983,8125000000001","1008,9124999999999","0,0"
1961-5-28,"6,75",8,4,"3,0","15,850000000000001","24,0","11,1","79,25","983,5374999999999","1008,5875","17,0"
1961-5-29,"7,625",8,5,"4,625","15,437500000000002","21,2","10,9","84,625","976,8000000000002","1001,7625","6,2"
1961-5-3,"3,75",7,0,"1,875","12,4","19,6","4,6","70,375","986,55","1012,1375000000002","5,6"
1961-5-30,"6,375",8,2,"4,75","13,025","17,1","10,7","80,375","976,9124999999999","1002,0875000000001","15,5"
1961-5-31,"2,875",6,1,"2,0","14,062500000000002","19,7","8,5","70,125","981,0124999999999","1006,1875","0,0"
1961-5-4,"4,875",8,0,"2,625","12,037500000000001","16,3","8,0","81,5","990,9499999999999","1016,5625","8,100000000000001"
1961-5-5,"2,5",6,0,"2,5","13,9625","21,7","3,5","67,75","992,3249999999999","1017,7875","0,0"
1961-5-6,"6,25",8,0,"3,0","16,1","23,7","8,6","74,0","990,25","1015,4999999999999","0,6"
1961-5-7,"6,875",8,5,"3,125","15,0375","18,6","12,0","79,375","990,0375","1015,3625000000001","16,1"
1961-5-8,"4,0",7,1,"5,25","9,5625","13,9","6,3","77,625","988,8249999999999","1014,6750000000001","11,4"
1961-5-9,"6,5",8,2,"5,25","9,475","12,3","6,9","77,375","984,4375000000001","1010,1375","2,0"
1961-6-1,"1,5",6,0,"2,625","18,0875","25,6","8,0","66,375","980,1625","1004,9875000000001","0,0"
1961-6-10,"5,0",9,0,"2,25","17,0125","25,4","11,4","80,125","987,3375","1012,525","0,0"
1961-6-11,"5,5",8,2,"3,125","16,412499999999998","22,2","11,7","84,375","987,8249999999999","1013,0625","7,2"
1961-6-12,"7,75",8,7,"2,5","16,200000000000003","19,4","13,3","86,125","986,4","1011,6250000000001","0,2"
1961-6-13,"5,25",8,1,"2,125","16,825","21,2","11,5","76,0","983,5125","1008,5250000000001","5,6"
1961-6-14,"6,875",8,6,"5,5","15,075","17,7","12,7","77,125","984,125","1009,3625","9,799999999999999"
1961-6-15,"6,375",8,5,"4,375","14,662500000000001","17,5","12,7","71,75","990,2875","1015,6500000000001","0,4"
1961-6-16,"2,25",6,0,"2,875","14,612500000000002","19,9","9,4","64,75","993,0125","1018,4250000000001","0,0"
1961-6-17,"0,875",2,0,"2,25","15,7875","23,0","7,3","66,875","994,6125","1019,925","0,0"
1961-6-18,"0,75",2,0,"3,25","18,862499999999997","26,4","9,5","61,5","993,0999999999999","1018,125","0,0"
1961-6-19,"3,375",7,0,"4,0","20,087500000000002","27,8","13,8","70,875","993,4749999999999","1018,4375","0,0"
1961-6-2,"5,0",7,2,"2,375","18,875000000000004","25,5","10,5","66,125","980,0374999999999","1004,8125","0,0"
1961-6-20,"4,875",8,0,"4,0","16,7625","20,8","11,4","63,125","999,5","1024,9375","0,0"
1961-6-21,"0,375",2,0,"2,125","16,7375","24,5","6,5","60,125","997,05","1022,4500000000002","0,0"
1961-6-22,"1,625",7,0,"3,25","18,175","24,8","10,6","69,625","996,4625","1021,6624999999999","0,0"
1961-6-23,"4,625",8,0,"3,5","19,6875","24,4","16,2","70,0","992,15","1017,1125","2,4"
1961-6-24,"3,75",7,0,"3,5","18,9375","25,0","11,9","62,875","995,1625","1020,2875000000001","0,0"
1961-6-25,"1,5",5,0,"3,625","21,8875","29,8","13,3","57,5","992,325","1017,1375","0,0"
1961-6-26,"4,0",8,0,"2,125","21,499999999999996","29,9","13,3","75,25","988,1375","1012,925","3,1"
1961-6-27,"3,0",8,0,"2,25","22,650000000000002","32,2","14,5","72,625","984,4499999999999","1009,0625","3,7"
1961-6-28,"6,375",8,2,"4,625","16,3625","19,2","12,3","75,375","994,475","1019,8499999999999","23,2"
1961-6-29,"2,625",6,0,"3,0","15,0875","20,8","8,7","72,375","1002,875","1028,4625","0,0"
1961-6-3,"4,875",8,2,"2,875","18,575","24,3","12,5","75,25","980,725","1005,525","2,8"
1961-6-30,"1,0",4,0,"1,375","17,4875","23,4","9,8","67,875","1001,6374999999999","1027,0","0,0"
1961-6-4,"6,875",8,6,"2,25","18,0875","24,1","14,1","83,75","984,175","1009,0999999999999","9,0"
1961-6-5,"5,75",8,2,"2,75","17,25","21,0","13,1","81,875","988,0749999999999","1013,2125000000001","4,6"
1961-6-6,"5,875",8,2,"5,25","17,387500000000003","21,9","14,3","84,5","987,375","1012,5124999999999","8,4"
1961-6-7,"6,0",8,4,"2,125","18,3125","23,8","14,8","83,875","984,6875","1009,6","0,4"
1961-6-8,"5,875",7,3,"1,5","17,724999999999998","23,3","12,5","82,25","985,2125","1010,2249999999999","1,0"
1961-6-9,"6,125",8,3,"1,125","17,625","21,8","13,7","86,0","987,05","1012,15","0,4"
1961-7-1,"1,125",3,0,"2,125","19,7375","26,4","11,7","69,5","999,2875","1024,45","0,0"
1961-7-10,"5,125",8,3,"3,625","14,525000000000002","18,2","10,3","73,625","988,075","1013,475","2,9"
1961-7-11,"4,125",8,0,"3,0","16,3375","21,7","11,3","65,375","990,6250000000001","1015,8375","0,0"
1961-7-12,"3,125",8,0,"2,25","20,475","28,3","11,6","70,875","985,1125","1009,9000000000001","0,0"
1961-7-13,"3,0",6,0,"4,5","20,562500000000004","28,9","14,0","71,75","976,8375000000001","1001,4375000000001","12,5"
1961-7-14,"4,375",7,1,"4,875","16,2625","19,2","12,7","63,875","983,0500000000001","1008,1500000000001","0,2"
1961-7-15,"5,125",7,2,"2,25","18,887499999999996","23,8","12,5","67,5","986,85","1011,8750000000001","0,0"
1961-7-16,"6,25",8,4,"4,5","17,6625","21,3","15,0","76,125","984,7875","1009,7624999999999","8,6"
1961-7-17,"5,875",7,4,"3,625","16,0625","20,9","13,7","74,875","984,4499999999999","1009,5124999999999","7,2"
1961-7-18,"3,875",7,0,"2,625","14,9125","20,0","9,4","71,875","984,0875000000001","1009,2","0,0"
1961-7-19,"5,5",8,2,"2,625","14,999999999999998","18,6","10,4","76,0","984,4500000000002","1009,5749999999999","0,3"
1961-7-2,"0,25",1,0,"0,75","20,3","27,3","11,0","65,625","997,3750000000001","1022,525","0,0"
1961-7-20,"5,5",8,0,"1,625","14,55","19,2","10,5","86,375","986,2249999999999","1011,6","5,699999999999999"
1961-7-21,"6,0",8,0,"3,625","14,700000000000001","18,6","10,2","83,5","988,6375000000002","1013,9875000000001","4,1"
1961-7-22,"7,0",8,6,"3,625","15,0125","18,5","12,6","82,0","988,825","1014,1624999999999","2,5"
1961-7-23,"7,25",8,6,"2,875","16,2375","20,3","12,3","77,375","991,025","1016,2625","0,0"
1961-7-24,"6,25",8,2,"4,5","15,3625","18,2","12,8","70,0","996,3125","1021,7875000000001","0,0"
1961-7-25,"7,5",8,7,"3,0","13,987499999999999","15,8","11,3","71,0","999,8625","1025,5500000000002","0,0"
1961-7-26,"3,25",8,0,"3,0","17,0375","22,6","11,5","65,25","995,0","1020,3125","0,0"
1961-7-27,"4,25",8,0,"3,75","19,9625","27,0","11,1","69,125","985,975","1010,7875000000001","0,0"
1961-7-28,"7,125",8,6,"3,875","20,925","25,3","16,5","69,375","981,8875","1006,5125","0,7"
1961-7-29,"8,0",8,8,"3,125","14,325000000000001","16,3","12,4","90,25","985,9499999999999","1011,2625","26,8"
1961-7-3,"0,0",0,0,"1,25","22,6125","30,6","12,5","60,875","993,8625","1018,6375","0,0"
1961-7-30,"8,0",8,8,"4,25","12,0625","12,9","11,3","90,375","990,2499999999999","1015,85","23,799999999999997"
1961-7-31,"7,875",8,7,"4,5","13,112499999999999","15,3","11,4","91,875","991,0","1016,5125","23,3"
1961-7-4,"3,75",8,0,"3,0","21,6125","28,7","15,7","71,5","986,725","1011,4625000000001","0,4"
1961-7-5,"6,375",8,3,"3,875","15,475","17,7","12,7","71,75","989,25","1014,55","5,2"
1961-7-6,"5,0",8,1,"3,75","12,475000000000001","16,2","7,9","72,0","993,5250000000001","1019,1624999999999","0,0"
1961-7-7,"5,5",8,0,"2,0","13,525","17,8","9,9","70,875","996,65","1022,4125","0,0"
1961-7-8,"2,0",5,0,"1,0","14,3375","21,4","6,7","69,0","994,85","1020,4375","0,0"
1961-7-9,"3,75",7,0,"3,625","14,65","21,6","8,5","72,0","987,4125","1012,7875","2,2"
1961-8-1,"2,875",8,0,"3,375","15,799999999999999","21,3","10,1","71,625","993,4125","1018,6875","1,3"
1961-8-10,"2,375",8,0,"3,75","23,912499999999998","29,2","19,7","84,875","992,1125","1016,7625","6,7"
1961-8-11,"2,625",6,0,"3,5","23,587500000000002","31,8","18,5","76,875","988,6750000000001","1013,2624999999999","0,0"
1961-8-12,"5,625",8,1,"2,875","18,2","23,6","14,9","87,25","990,0","1015,0749999999999","3,3"
1961-8-13,"6,75",8,0,"2,75","13,474999999999998","14,3","11,3","91,5","993,55","1019,05","43,3"
1961-8-14,"4,625",9,0,"1,5","13,450000000000001","18,6","7,4","78,375","995,3125","1020,9625","0,0"
1961-8-15,"4,5",8,0,"3,25","15,2875","20,6","8,9","74,375","989,375","1014,675","0,0"
1961-8-16,"7,0",8,5,"4,0","14,175","16,5","12,7","76,0","986,5625000000001","1011,9750000000001","0,6"
1961-8-17,"5,0",7,2,"2,625","13,9625","18,6","9,4","67,5","983,3874999999999","1008,6000000000001","0,0"
1961-8-18,"5,5",8,0,"5,625","13,1625","16,8","9,9","80,25","984,175","1009,4625000000001","2,2"
1961-8-19,"6,75",8,5,"5,375","15,325000000000001","19,2","11,4","74,5","983,725","1008,85","0,5"
1961-8-2,"1,875",5,0,"1,375","18,712500000000002","26,2","9,2","69,875","990,475","1015,5125000000002","0,0"
1961-8-20,"5,875",8,0,"5,5","14,875","17,4","12,5","79,875","985,3750000000001","1010,5749999999999","4,9"
1961-8-21,"4,25",8,0,"4,5","15,375","20,2","11,1","75,125","990,4625","1015,775","0,5"
1961-8-22,"3,125",8,0,"2,875","17,1","23,6","9,0","70,25","986,0500000000001","1011,1500000000001","0,0"
1961-8-23,"7,125",8,6,"4,25","14,025","15,6","12,7","82,75","987,375","1012,7375","4,1"
1961-8-24,"5,875",8,2,"5,125","13,037500000000001","17,2","9,7","80,375","992,6125","1018,1125000000001","0,0"
1961-8-25,"5,25",8,0,"3,25","15,299999999999999","20,0","10,6","79,125","993,6875","1019,0250000000001","0,0"
1961-8-26,"5,5",7,2,"3,125","16,925","21,9","12,3","78,75","996,0125","1021,3875","0,0"
1961-8-27,"3,625",8,0,"2,625","19,175","25,5","13,1","75,5","997,75","1022,9625000000001","0,0"
1961-8-28,"3,625",7,0,"3,0","18,0","23,9","14,3","78,125","1000,0249999999999","1025,3375","0,0"
1961-8-29,"1,375",5,0,"3,625","16,487499999999997","23,4","10,2","75,375","999,425","1024,8874999999998","0,0"
1961-8-3,"5,875",7,4,"3,0","17,9125","21,7","14,3","77,75","991,8875","1017,0","0,1"
1961-8-30,"2,375",6,0,"2,125","15,562500000000002","21,9","10,7","72,125","999,1750000000002","1024,7125","0,0"
1961-8-31,"0,75",4,0,"1,625","15,762500000000001","22,6","8,5","68,0","1002,6250000000001","1028,1625000000001","0,0"
1961-8-4,"4,375",8,1,"1,625","16,1625","21,0","10,1","68,625","995,0749999999999","1020,375","0,0"
1961-8-5,"5,5",8,0,"1,875","19,087500000000002","23,3","15,2","70,625","992,4875000000001","1017,45","0,0"
1961-8-6,"1,5",6,0,"1,625","22,5","31,0","13,3","69,0","989,0250000000001","1013,7375000000002","0,0"
1961-8-7,"3,0",6,0,"2,875","22,712500000000002","30,0","15,3","68,25","987,75","1012,425","0,0"
1961-8-8,"5,75",8,0,"4,125","18,575","22,4","16,3","82,0","992,225","1017,2249999999999","1,6"
1961-8-9,"4,625",8,0,"1,875","22,0125","29,2","14,3","78,125","993,3375000000001","1018,0875","0,0"
1961-9-1,"0,125",1,0,"1,75","17,3125","25,3","10,4","72,625","1003,4125","1028,7875","0,0"
1961-9-10,"7,875",8,7,"4,25","12,600000000000001","13,3","11,7","80,625","993,05","1018,5999999999999","0,2"
1961-9-11,"7,75",8,7,"2,75","12,237499999999999","15,1","10,3","81,375","993,4000000000001","1018,9875","0,7"
1961-9-12,"3,875",8,0,"2,875","13,725000000000001","20,1","6,6","74,5","990,5875000000002","1016,0625","0,0"
1961-9-13,"6,375",8,5,"3,125","15,325000000000001","20,2","12,1","77,875","991,425","1016,7375","0,0"
1961-9-14,"5,625",8,0,"2,75","17,0625","25,1","10,5","75,375","988,8875","1014,075","0,0"
1961-9-15,"3,875",8,1,"5,625","15,362499999999999","17,9","10,3","70,5","993,9625","1019,45","1,1"
1961-9-16,"2,125",7,0,"2,375","15,349999999999998","24,1","8,2","76,875","997,7750000000001","1023,3750000000001","0,0"
1961-9-17,"0,375",2,0,"1,375","18,225","29,2","9,3","76,0","997,225","1022,5500000000001","0,0"
1961-9-18,"1,0",2,0,"3,0","18,5","28,5","8,9","69,25","996,3125","1021,6125000000001","0,0"
1961-9-19,"2,375",8,0,"2,875","16,0375","22,3","10,4","76,75","996,1500000000001","1021,6374999999999","0,0"
1961-9-2,"0,5",2,0,"1,25","19,6625","29,0","11,5","71,25","997,7375","1022,875","0,0"
1961-9-20,"0,25",2,0,"3,875","12,025","18,3","7,1","71,75","997,2","1023,1125000000001","0,0"
1961-9-21,"0,0",0,0,"4,875","11,2625","17,2","5,8","70,5","998,5875","1024,5625","0,0"
1961-9-22,"0,0",0,0,"4,375","10,174999999999999","16,8","3,1","62,5","1001,7624999999999","1027,825","0,0"
1961-9-23,"0,5",2,0,"3,5","9,9375","19,2","3,7","60,5","1000,65","1026,7375000000002","0,0"
1961-9-24,"0,0",0,0,"1,0","11,5375","21,8","3,5","65,625","997,65","1023,5375","0,0"
1961-9-25,"0,625",3,0,"1,875","13,875","24,0","4,5","64,75","996,75","1022,4875000000001","0,0"
1961-9-26,"7,5",8,6,"1,875","15,037499999999998","18,8","12,9","85,375","997,3","1022,8625","3,9"
1961-9-27,"8,125",9,7,"1,5","13,3875","16,3","11,6","92,625","993,4500000000002","1019,0125","0,1"
1961-9-28,"4,75",9,0,"2,625","11,700000000000001","16,3","8,9","90,125","994,8125","1020,6250000000001","0,0"
1961-9-29,"6,625",9,0,"3,625","11,5625","18,1","5,4","81,5","995,5625","1021,475","0,3"
1961-9-3,"0,25",1,0,"2,625","19,575","28,0","10,7","62,875","991,025","1015,9875","0,0"
1961-9-30,"7,875",8,7,"4,375","12,099999999999998","13,3","10,5","83,125","993,5250000000001","1019,1625","2,0"
1961-9-4,"2,0",8,0,"3,625","17,712500000000002","25,2","12,7","72,625","988,325","1013,4125","4,9"
1961-9-5,"1,125",7,0,"1,5","18,787499999999998","26,4","12,1","78,375","987,8874999999999","1012,8375","0,0"
1961-9-6,"4,75",7,0,"2,375","17,75","23,2","13,9","82,375","983,4875000000001","1008,35","0,6"
1961-9-7,"6,75",8,4,"3,625","17,95","24,1","14,9","78,375","983,2624999999999","1008,1125","2,7"
1961-9-8,"5,125",8,2,"7,375","14,587499999999999","16,4","12,5","61,875","986,875","1012,225","0,1"
1961-9-9,"7,75",8,7,"4,75","13,637500000000001","15,4","11,9","82,625","990,3249999999999","1015,7875","0,2"
1962-1-1,"7,375",9,4,"3,75","0,85","3,8","-5,1","87,375","984,5749999999999","1011,1125000000001","0,4"
1962-1-10,"5,0",8,0,"1,5","-4,3125","0,8","-9,1","83,0","987,2624999999999","1014,3625","0,0"
1962-1-11,"3,375",8,0,"2,625","1,4999999999999998","7,6","-4,0","74,875","983,3249999999999","1009,7500000000001","0,0"
1962-1-12,"7,625",9,3,"1,25","2,1625","4,1","-0,2","93,125","980,175","1006,4625000000001","5,9"
1962-1-13,"4,75",8,0,"2,875","3,5624999999999996","5,5","2,2","77,5","971,025","996,8499999999999","1,7000000000000002"
1962-1-14,"4,375",8,1,"5,125","2,9375","4,4","2,0","75,125","978,775","1004,9124999999999","1,7"
1962-1-15,"4,125",8,1,"5,125","2,0375","3,4","-0,2","68,375","990,1125000000001","1016,6374999999999","0,0"
1962-1-16,"3,875",7,0,"1,625","0,09999999999999998","4,8","-3,8","73,25","997,0","1023,975","0,0"
1962-1-17,"5,75",7,3,"1,5","-0,6375000000000002","4,8","-3,8","76,0","993,8375","1020,5999999999999","0,0"
1962-1-18,"7,0",7,7,"0,75","-2,425","0,4","-4,7","91,5","991,9875","1018,9374999999999","0,0"
1962-1-19,"5,75",8,3,"1,625","-0,1499999999999999","2,7","-4,1","87,25","992,65","1019,3625000000001","0,0"
1962-1-2,"8,0",8,8,"3,625","0,42499999999999993","2,2","-1,0","80,875","987,0749999999999","1013,7000000000002","0,0"
1962-1-20,"5,5",8,2,"5,25","5,1125","8,5","-0,6","78,125","993,6000000000001","1019,9375","0,8"
1962-1-21,"6,125",8,2,"3,5","4,0625","8,4","0,5","86,125","996,6625","1023,2875","0,1"
1962-1-22,"6,625",8,5,"2,75","5,3625","10,4","0,6","79,25","987,8375000000002","1013,9625000000001","0,2"
1962-1-23,"4,125",7,1,"3,375","3,3124999999999996","6,3","-0,8","66,875","991,45","1017,8375","0,0"
1962-1-24,"5,5",8,1,"3,375","2,7375","5,4","1,3","71,125","992,9000000000001","1019,3875","0,0"
1962-1-25,"8,0",8,8,"2,875","4,825","7,0","2,1","87,625","985,275","1011,4375","4,5"
1962-1-26,"7,5",8,7,"5,25","2,7","5,6","0,1","87,375","989,15","1015,5375","1,6"
1962-1-27,"8,0",8,8,"3,75","1,5","3,1","0,0","88,875","988,5500000000001","1015,1","2,9000000000000004"
1962-1-28,"7,25",8,5,"5,625","-0,11249999999999993","2,1","-3,6","79,875","986,8249999999999","1013,525","8,3"
1962-1-29,"7,875",8,7,"7,625","-6,775","-5,0","-7,9","81,375","994,6999999999999","1022,3249999999999","2,1"
1962-1-3,"5,875",8,1,"5,875","-2,2","-1,0","-4,4","80,5","995,875","1023,0","0,0"
1962-1-30,"5,875",8,0,"3,875","-8,375","-4,3","-15,8","82,5","1005,1125","1033,1625000000001","1,7000000000000002"
1962-1-31,"7,75",8,7,"4,375","-12,3875","-9,4","-14,2","81,375","1007,3","1035,8500000000001","0,4"
1962-1-4,"4,0",8,0,"1,625","-1,45","1,7","-4,4","85,125","1000,5250000000001","1027,7625","0,0"
1962-1-5,"2,75",7,0,"2,375","-4,699999999999999","-0,2","-7,2","81,375","996,5","1023,925","0,0"
1962-1-6,"1,75",8,0,"6,0","-3,4000000000000004","-0,1","-7,6","79,75","989,9625","1017,05","0,0"
1962-1-7,"8,0",8,8,"6,5","0,7875","1,9","-0,4","85,625","994,1749999999998","1020,9125000000001","4,1"
1962-1-8,"7,0",8,6,"2,125","-0,39999999999999997","2,0","-3,7","80,125","1001,8000000000001","1028,825","0,0"
1962-1-9,"3,125",8,0,"1,0","-2,125","0,7","-5,2","82,125","996,1","1023,2125","0,0"
1962-10-1,"3,25",9,0,"2,0","11,6625","18,1","6,4","89,875","997,9000000000001","1023,8249999999999","0,0"
1962-10-10,"5,0",9,0,"2,875","8,299999999999999","12,2","5,7","89,375","1000,6750000000001","1026,95","0,0"
1962-10-11,"5,875",9,0,"0,625","6,7125","15,3","1,1","93,5","994,55","1020,8125","0,0"
1962-10-12,"4,25",9,0,"2,625","8,45","15,4","3,9","86,0","992,3124999999999","1018,275","0,0"
1962-10-13,"8,0",8,8,"2,75","7,975","9,1","6,6","87,75","994,5875000000001","1020,7125","0,0"
1962-10-14,"7,625",9,6,"3,625","8,7375","12,7","5,4","88,625","989,4375","1015,3625000000001","0,0"
1962-10-15,"6,0",8,0,"2,75","6,3","8,7","0,5","87,875","997,4375","1023,7624999999998","0,3"
1962-10-16,"4,0",9,0,"1,625","3,175","9,5","-0,5","80,75","999,15","1025,85","0,0"
1962-10-17,"3,875",8,0,"2,625","4,9750000000000005","10,5","-0,3","84,5","999,4875","1026,0249999999999","0,0"
1962-10-18,"5,625",8,0,"3,625","9,387500000000001","12,5","6,9","78,125","996,525","1022,5875000000001","0,0"
1962-10-19,"4,375",8,0,"4,625","8,825000000000001","11,1","7,3","82,5","989,25","1015,1750000000001","0,5"
1962-10-2,"5,0",9,0,"3,5","12,0875","17,5","6,2","92,5","1000,4875000000001","1026,3875","0,0"
1962-10-20,"6,125",8,3,"4,625","9,025","12,1","7,5","73,875","994,875","1020,9125000000001","1,2"
1962-10-21,"1,625",6,0,"1,625","6,05","11,2","1,2","76,25","1004,6875000000001","1031,25","0,0"
1962-10-22,"0,0",0,0,"1,75","5,087500000000001","13,8","-1,2","80,5","1003,85","1030,475","0,0"
1962-10-23,"0,0",0,0,"2,125","5,4375","14,5","-1,3","80,375","1000,1749999999998","1026,6875","0,0"
1962-10-24,"0,0",0,0,"1,75","5,425","14,2","-1,8","81,25","997,2","1023,7125000000001","0,0"
1962-10-25,"2,25",9,0,"1,875","4,0625","10,9","-0,2","87,625","996,2125000000001","1022,7625","0,0"
1962-10-26,"2,375",9,0,"0,625","3,275","11,3","-1,6","87,75","993,2875","1019,7499999999999","0,0"
1962-10-27,"2,75",7,0,"1,625","6,1125","16,1","-2,7","79,875","989,525","1015,6750000000001","0,0"
1962-10-28,"7,125",9,5,"1,375","6,074999999999999","9,1","2,7","89,375","987,5375","1013,6875000000001","0,0"
1962-10-29,"8,0",8,8,"2,75","5,425","7,1","4,7","92,25","987,1625","1013,3000000000001","2,7"
1962-10-3,"6,5",9,0,"2,0","10,1375","12,9","8,7","97,0","999,8374999999999","1025,9125","0,0"
1962-10-30,"7,625",8,7,"2,0","6,2125","7,4","5,3","87,25","991,3125","1017,475","0,2"
1962-10-31,"7,625",9,5,"2,125","5,775","8,1","2,3","93,25","984,5","1010,525","3,1"
1962-10-4,"8,75",9,8,"1,375","9,537500000000001","11,3","8,5","98,875","998,8625","1025,0249999999999","0,0"
1962-10-5,"8,75",9,8,"1,0","10,1125","12,1","8,5","97,625","997,7375000000001","1023,8375000000001","0,0"
1962-10-6,"8,375",9,8,"1,125","11,925000000000002","13,9","10,1","96,5","999,525","1025,3875","0,3"
1962-10-7,"4,875",9,0,"2,375","11,8","17,0","7,5","84,25","1004,6874999999999","1030,6999999999998","0,0"
1962-10-8,"5,75",9,0,"2,875","9,837500000000002","11,9","8,5","94,0","1008,7624999999999","1035,0625","0,0"
1962-10-9,"4,0",8,0,"2,375","10,787499999999998","15,0","6,8","87,25","1006,3375","1032,5","0,0"
1962-11-1,"8,0",8,8,"2,5","7,824999999999999","8,9","7,1","96,5","980,7125000000001","1006,4250000000001","1,0"
1962-11-10,"8,0",8,8,"5,875","4,0","6,1","2,1","89,375","987,9375000000001","1014,2875000000001","3,1"
1962-11-11,"8,0",8,8,"4,375","2,4875","4,8","0,9","94,625","991,7624999999999","1018,2","1,9000000000000001"
1962-11-12,"8,0",8,8,"4,5","4,675","5,3","3,6","93,875","990,1625","1016,45","6,6"
1962-11-13,"8,125",9,7,"2,5","6,2","8,0","4,6","95,0","993,4250000000001","1019,5875","1,1"
1962-11-14,"8,375",9,8,"1,5","4,7749999999999995","5,2","4,1","98,25","992,0124999999999","1018,275","3,4"
1962-11-15,"8,125",9,8,"2,125","6,0125","7,2","4,7","95,0","985,525","1011,575","9,2"
1962-11-16,"7,75",8,6,"4,875","2,9124999999999996","4,0","1,9","81,75","984,325","1010,575","8,799999999999999"
1962-11-17,"5,375",8,2,"3,25","1,3125","4,3","-0,6","79,5","988,85","1015,4374999999999","0,0"
1962-11-18,"6,375",8,2,"4,625","2,7499999999999996","5,4","-1,4","77,25","979,5375","1005,7875","0,0"
1962-11-19,"5,0",8,1,"3,875","6,9","9,3","4,6","74,75","977,8249999999999","1003,625","0,6"
1962-11-2,"8,0",8,8,"2,25","7,4875","8,5","6,3","92,875","987,1125","1013,075","0,0"
1962-11-20,"7,875",8,7,"3,75","3,6375","6,0","0,7","94,125","979,6","1005,7375","5,3999999999999995"
1962-11-21,"7,75",8,6,"3,375","1,375","2,0","0,9","87,875","985,1250000000001","1011,65","0,3"
1962-11-22,"7,5",8,6,"1,625","2,075","3,7","0,2","91,0","986,2750000000001","1012,7499999999998","0,0"
1962-11-23,"8,0",8,8,"1,625","-0,4750000000000001","0,9","-1,7","96,75","996,075","1023,0","17,200000000000003"
1962-11-24,"8,0",8,8,"1,75","-0,8750000000000001","-0,2","-1,9","93,375","1001,025","1028,1125","2,4"
1962-11-25,"8,0",8,8,"2,625","0,03750000000000001","0,6","-0,5","94,75","1002,9875000000001","1029,9875","1,3"
